,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp
2901,2901,CHEMBL455467,2.1,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)n2,1,[0 1 0 ... 0 0 0]
2666,2666,CHEMBL2177110,0.7,CCCSc1c(cnn1c2cccc(c2)C(=O)O)C(=O)NC3CCCCC3,1,[0 0 1 ... 0 0 0]
3704,3704,CHEMBL51697,2.11,CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1,1,[0 0 0 ... 0 0 0]
2497,2497,CHEMBL2070938,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,1,[0 0 1 ... 0 0 0]
1069,1069,CHEMBL588001,0.79,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,1,[0 0 0 ... 0 0 0]
3336,3336,CHEMBL2036587,2.9,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,1,[0 0 0 ... 0 0 0]
2230,2230,CHEMBL227897,2.5,O=C(Cc1ccccc1)Nc2nccs2,1,[0 0 0 ... 0 0 0]
582,582,CHEMBL20,-0.78,CC(=O)Nc1nnc(s1)S(=O)(=O)N,0,[0 0 0 ... 0 0 0]
684,684,CHEMBL1683934,2.16,O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,1,[0 1 0 ... 0 0 0]
1656,1656,CHEMBL336399,0.78,OC(=O)c1cc2ccccc2n1Cc3ccccc3,1,[0 0 0 ... 0 0 0]
381,381,CHEMBL481563,3.87,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3ccc4ncccc4c3,1,[0 0 0 ... 0 0 0]
1505,1505,CHEMBL1417095,0.6,O=C1N2CCOC2=Nc3ccccc13,1,[0 0 0 ... 0 0 0]
1654,1654,CHEMBL478240,3.0,CCCCSc1nc(N)c2ncn(Cc3c(F)ccc(C)c3F)c2n1,1,[0 0 0 ... 0 0 0]
3850,3850,CHEMBL2036754,2.54,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(CC4CC4)C3)CC2)cc1Cl,1,[0 0 0 ... 0 0 0]
3722,3722,CHEMBL59925,0.85,Cc1cc(C)nc(N)c1,1,[0 0 0 ... 0 0 0]
971,971,CHEMBL2152074,1.54,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4ccc(cc4)C(F)(F)F)cc12)c5ccc(F)cc5,1,[0 0 0 ... 0 0 0]
4192,4192,CHEMBL1779007,2.6,COc1cc(F)ccc1c2cncc(CNC3CCCCC3)c2,1,[0 0 1 ... 0 0 0]
2720,2720,CHEMBL1458783,1.75,Nc1nccc(n1)c2cccs2,1,[0 0 0 ... 0 0 0]
3515,3515,CHEMBL643,2.67,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,1,[0 1 0 ... 0 0 0]
3016,3016,CHEMBL484304,0.87,COc1ccccc1CNC(=O)NS(=O)(=O)c2ccc(Cl)cc2,1,[0 0 0 ... 0 0 0]
2843,2843,CHEMBL279200,0.68,C(Oc1cccc2ccccc12)C3=NCCN3,1,[0 0 0 ... 0 0 0]
840,840,CHEMBL2362258,1.31,ON=Cc1oc(cc1)[N+](=O)[O-],1,[0 0 0 ... 0 0 0]
3170,3170,CHEMBL1255834,0.48,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,1,[0 1 0 ... 0 0 0]
3992,3992,CHEMBL2179284,1.83,CC1=CN([C@H]2CCCN(C2)[C@H](CC3CCCCC3)c4ccc(C(=O)O)c(Oc5cccc(Cl)c5)c4)C(=O)NC1=O,1,[0 1 1 ... 0 0 0]
4125,4125,CHEMBL2059866,2.54,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)cn4,1,[0 0 0 ... 0 0 0]
3609,3609,CHEMBL1945041,1.85,O[C@@H](CNCCc1cccc(CNCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1,[0 1 0 ... 0 0 0]
2584,2584,CHEMBL1933594,1.42,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc23,1,[0 0 0 ... 1 0 0]
3982,3982,CHEMBL172066,2.75,Cc1sc(N)nc1c2ccccc2,1,[0 0 0 ... 0 0 0]
1962,1962,CHEMBL564885,0.6,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1,[0 0 0 ... 0 0 0]
2523,2523,CHEMBL810,-1.08,CN1N=Nc2c(ncn2C1=O)C(=O)N,0,[0 0 0 ... 0 0 0]
3984,3984,CHEMBL1927345,2.09,Cc1ccc(\C=C(/C#N)\C(=O)N)cc1,1,[0 0 0 ... 0 0 0]
2048,2048,CHEMBL17771,1.85,O=S1NC(=NO1)Cc2ccc3ccccc3c2,1,[0 0 0 ... 0 0 0]
871,871,CHEMBL20210,2.8,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,1,[0 1 0 ... 0 0 0]
298,298,CHEMBL74582,3.07,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCC=C)C(F)(F)F,1,[0 0 0 ... 0 0 0]
3573,3573,CHEMBL2169920,2.23,Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc3ccc(Cl)c(Cl)c3)c4OCC(=O)Nc14,1,[0 0 1 ... 0 0 0]
1621,1621,CHEMBL1485846,3.42,Oc1oc(c2ccccc2)c(n1)c3ccccc3,1,[0 0 0 ... 0 0 0]
666,666,CHEMBL256322,0.95,CCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,1,[0 0 0 ... 0 0 0]
1554,1554,CHEMBL2325710,1.1,O=S(=O)(C1CCNCC1)C2(CC2)c3cc(nc(n3)c4cccc5[nH]ccc45)N6CCOCC6,1,[0 0 1 ... 0 0 0]
3167,3167,CHEMBL2011931,1.71,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CC4)c(Br)cnc3[nH]2,1,[0 0 0 ... 0 0 0]
2858,2858,CHEMBL2347404,3.2,Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5cccc(c5)N6CCOCC6)cc2Cl)c1,1,[0 0 0 ... 0 0 0]
2067,2067,CHEMBL510101,2.55,COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1,1,[0 0 0 ... 0 0 0]
938,938,CHEMBL1917418,2.18,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,1,[0 0 0 ... 0 0 0]
2682,2682,CHEMBL400964,2.11,CN1C[C@H](c2ccccc2)c3cccc(N)c3C1,1,[0 0 0 ... 0 0 0]
1733,1733,CHEMBL2086654,3.2,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cn2,1,[0 0 0 ... 0 0 0]
868,868,CHEMBL631,1.72,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1,[0 1 0 ... 0 0 0]
1494,1494,CHEMBL1368601,3.3,OC(=O)c1ccc2cccc(O)c2n1,1,[0 0 0 ... 0 0 0]
1012,1012,CHEMBL113187,2.38,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0]
4094,4094,CHEMBL1399574,2.1,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,1,[0 0 0 ... 0 0 0]
3908,3908,CHEMBL365458,3.37,Oc1cccc2nc(cc(O)c12)c3ccccc3,1,[0 0 0 ... 0 0 0]
2087,2087,CHEMBL1437137,2.5,CC(N)(COP(=O)(O)O)C(=O)O,1,[0 0 0 ... 0 0 0]
4078,4078,CHEMBL2036760,4.06,FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1,[0 0 0 ... 0 0 0]
1544,1544,CHEMBL2324776,1.15,Fc1cc(Oc2ccc(cc2c3ccnnc3)C(F)(F)F)c(Cl)cc1S(=O)(=O)Nc4nncs4,1,[0 0 0 ... 0 0 0]
1005,1005,CHEMBL1087399,2.26,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0]
2909,2909,CHEMBL1241,1.28,CN(C)CCN(Cc1ccccc1)c2ccccn2,1,[0 0 0 ... 0 0 0]
3539,3539,CHEMBL2036731,3.1,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5ccccn5)c4)nn3,1,[0 0 0 ... 0 0 0]
917,917,CHEMBL1682810,3.8,CN1CCOc2nc(ccc12)C#Cc3ccccc3,1,[0 0 0 ... 0 0 0]
690,690,CHEMBL1778653,2.77,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)N)C(F)(F)F,1,[0 0 0 ... 0 0 0]
501,501,CHEMBL1917419,2.87,Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1CC(=O)O,1,[0 0 0 ... 0 0 0]
202,202,CHEMBL1180299,1.1,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccccn4)C3=O,1,[0 0 0 ... 0 0 0]
1001,1001,CHEMBL1242565,1.66,C[C@H](N)C(=O)N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2,1,[0 1 0 ... 0 0 0]
3589,3589,CHEMBL196516,2.97,Clc1ccc(cc1)c2c[nH]nn2,1,[0 0 0 ... 0 0 0]
2318,2318,CHEMBL1294,2.21,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1,[0 1 0 ... 0 1 0]
3387,3387,CHEMBL1950732,2.12,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(Cc3ccccc3)C2,1,[0 1 1 ... 0 0 0]
914,914,CHEMBL554169,1.02,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1,[0 0 0 ... 0 0 0]
1515,1515,CHEMBL1222330,-1.1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0,[0 1 0 ... 0 0 0]
1487,1487,CHEMBL562690,1.56,Clc1cnc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1,[0 0 0 ... 0 0 0]
576,576,CHEMBL2153304,2.28,CCCN(C)c1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3,1,[0 0 1 ... 0 0 0]
3832,3832,CHEMBL1271081,3.16,CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CC#N)c3c(Cl)ccc4OCOc34)c1,1,[0 0 0 ... 0 0 0]
3708,3708,CHEMBL1645496,2.27,OC(c1ccccc1)c2ccc3C(=O)C=C(Nc3c2)c4cccnc4,1,[0 1 0 ... 0 0 0]
57,57,CHEMBL1916269,0.36,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0]
712,712,CHEMBL1715893,-1.4,CC1CC(CN)CC(CO)C1,0,[0 0 0 ... 0 0 0]
415,415,CHEMBL2031563,0.29,Fc1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,1,[0 0 0 ... 0 0 0]
248,248,CHEMBL1467,-0.42,O=C1NC=Nc2[nH]ncc12,0,[0 0 0 ... 0 0 0]
170,170,CHEMBL8809,1.09,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,1,[0 0 0 ... 1 0 0]
668,668,CHEMBL1209430,3.23,Clc1cc(Cl)cc(CS(=O)(=O)NCC(N2CCCCCC2)c3ccccc3)c1,1,[0 1 1 ... 0 0 0]
308,308,CHEMBL1939749,2.32,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,1,[0 1 0 ... 0 0 0]
1065,1065,CHEMBL601719,2.33,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,1,[0 1 0 ... 0 0 0]
3774,3774,CHEMBL522460,2.68,Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45,1,[0 0 0 ... 0 1 0]
1475,1475,CHEMBL40,0.05,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1,[0 0 0 ... 0 0 0]
3732,3732,CHEMBL352576,2.5,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccc(F)cc3F)cc1,1,[0 0 0 ... 0 0 0]
1754,1754,CHEMBL1916266,0.27,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccn3,1,[0 1 0 ... 0 0 0]
1567,1567,CHEMBL486232,3.4,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,1,[0 1 0 ... 0 0 0]
1855,1855,CHEMBL888,-1.5,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,0,[0 0 0 ... 0 0 0]
896,896,CHEMBL1809062,3.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5,1,[0 0 0 ... 0 0 0]
3921,3921,CHEMBL450470,2.81,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)C)c(OC)c1,1,[0 1 0 ... 0 0 0]
979,979,CHEMBL8953,3.38,COc1cc(cc(OC)c1OC)C(=O)c2cc(Cl)ccc2N,1,[0 0 0 ... 0 0 0]
4184,4184,CHEMBL1623092,2.69,NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,1,[0 0 0 ... 0 0 0]
1708,1708,CHEMBL187845,3.58,Clc1ccccc1CNC(=O)c2ccccc2Oc3ccccc3,1,[0 0 0 ... 0 0 0]
1363,1363,CHEMBL900,1.47,CN(C)CCOC(c1ccccc1)c2ccccc2C,1,[0 1 0 ... 0 0 0]
2193,2193,CHEMBL576257,2.51,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,1,[0 1 0 ... 0 0 0]
982,982,CHEMBL1070,3.06,COc1ccc2cc(CCC(=O)C)ccc2c1,1,[0 0 0 ... 0 0 0]
3596,3596,CHEMBL2035017,3.6,NC1(CCC1)c2ccc(cc2)c3nc4ccccc4cc3c5ccccc5,1,[0 0 0 ... 0 0 0]
977,977,CHEMBL1871428,0.82,Oc1ncc(NCc2ccccc2)c(O)n1,1,[0 0 0 ... 0 0 0]
2031,2031,CHEMBL589,0.76,CCCN(CCC)CCc1cccc2NC(=O)Cc12,1,[0 0 0 ... 0 0 0]
1732,1732,CHEMBL517140,1.45,CNC(=O)c1ccc(Oc2ccc3CCN(CCc3c2)C4CCC4)nc1,1,[0 0 0 ... 0 0 0]
452,452,CHEMBL1209658,2.71,Fc1ccc(cc1C#N)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,1,[0 1 1 ... 0 0 0]
3526,3526,CHEMBL469008,3.2,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O,1,[0 0 0 ... 0 0 0]
2847,2847,CHEMBL1513,1.29,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,1,[0 0 0 ... 0 0 0]
1473,1473,CHEMBL2322001,1.64,C1NCC(CC=C1)c2ccc3ccccc3c2,1,[0 0 0 ... 0 0 0]
2301,2301,CHEMBL2335908,3.11,COc1cc2nc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)ncc2cc1c4ccncc4,1,[0 1 0 ... 0 0 0]
3944,3944,CHEMBL1890574,1.33,OC(=O)c1[nH]c2ccccc2c1CC(=O)Nc3cccc(c3)C(F)(F)F,1,[1 0 0 ... 0 0 0]
3535,3535,CHEMBL1184160,2.8,CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1,1,[0 1 0 ... 0 0 0]
457,457,CHEMBL453053,1.22,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CNC3CCCC3)cc2,1,[0 0 0 ... 0 0 0]
3124,3124,CHEMBL469728,2.18,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3Cl)c(OC)c1,1,[0 1 0 ... 0 0 0]
3512,3512,CHEMBL1467518,1.72,OC(c1ccccc1)c2cccnc2,1,[0 1 0 ... 0 0 0]
104,104,CHEMBL1502799,2.02,FC(F)c1nc2ccccc2[nH]1,1,[0 1 0 ... 0 0 0]
34,34,CHEMBL1796293,2.57,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,1,[0 0 0 ... 0 0 0]
559,559,CHEMBL464552,2.61,CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25,1,[0 0 1 ... 0 0 0]
3600,3600,CHEMBL513909,3.14,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1,[0 0 0 ... 1 0 0]
2194,2194,CHEMBL2062563,3.29,CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,1,[0 0 0 ... 0 0 0]
517,517,CHEMBL1835918,2.62,Cc1onc(n1)c2ccc(OCC3CN(C3)c4ccc(C)nn4)cc2,1,[0 0 0 ... 0 0 0]
2012,2012,CHEMBL2030806,0.52,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0]
1501,1501,CHEMBL1934417,0.78,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0]
545,545,CHEMBL562310,3.28,O=C(Nc1cccc2cccnc12)c3ccc(cc3)N4C(=O)[C@@H]5[C@H]6C[C@H](C=C6)[C@@H]5C4=O,1,[0 0 0 ... 0 0 0]
1367,1367,CHEMBL2331742,-1.28,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,0,[0 0 0 ... 0 0 0]
639,639,CHEMBL62746,0.36,NC(=N)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4cc(Br)ccc4c3,1,[0 0 0 ... 0 0 0]
751,751,CHEMBL22033,1.8,COc1cc(ccc1Cn2ncc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,1,[0 0 0 ... 0 1 0]
3572,3572,CHEMBL1783112,1.6,COc1ccc2nc(C)cc(c2c1)n3cc(CNC(=O)C)nn3,1,[0 0 0 ... 0 0 0]
3101,3101,CHEMBL1231533,2.8,FC1(F)Oc2ccc(\C=C\3/SC(=O)NC3=O)cc2O1,1,[0 0 0 ... 0 0 0]
1285,1285,CHEMBL1957361,3.0,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,1,[0 0 0 ... 0 0 0]
1082,1082,CHEMBL612012,0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,1,[0 0 0 ... 0 0 0]
3660,3660,CHEMBL1080786,1.5,N[C@@H](Cc1cccs1)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N,1,[0 1 0 ... 0 0 0]
935,935,CHEMBL518760,2.52,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,1,[0 0 1 ... 0 0 0]
3749,3749,CHEMBL403702,3.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13,1,[0 1 0 ... 0 0 0]
683,683,CHEMBL1562923,2.5,Cc1ccc(cc1)n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C,1,[0 0 0 ... 0 0 0]
553,553,CHEMBL2068881,3.92,COc1ccc(c(C)n1)c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,1,[0 0 0 ... 0 0 0]
1850,1850,CHEMBL1730736,3.0,CC(C)(NC(=O)c1sccc1Oc2ccc(F)cc2[N+](=O)[O-])C#C,1,[0 0 0 ... 0 0 0]
1002,1002,CHEMBL2031168,0.07,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,1,[0 1 0 ... 0 0 0]
352,352,CHEMBL2361579,2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C,1,[0 0 0 ... 0 0 0]
2478,2478,CHEMBL2207281,2.06,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,[0 1 0 ... 0 1 0]
1892,1892,CHEMBL162203,4.1,Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,1,[0 0 0 ... 0 0 0]
